text,label,origin
Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,0,real
Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,0,real
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1,real
"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.",1,real
Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,0,real
10 min later k...,0,real
"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",0,real
Rs.4999 credited to your a/c **1504 on 16-03-26 via UPI. Avl bal Rs.51748.,0,synthetic
This is HDFC Bank support. Please install AnyDesk and share your screen so we can process your refund.,1,synthetic
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1,real
Enjoy urself tmr...,0,real
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",1,real
"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..",0,real
RCT' THNQ Adrian for U text. Rgds Vatian,1,real
Send me the new number,0,real
U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,0,real
I had it already..sabarish asked me to go..,0,real
Is ur lecture over?,0,real
Yup,0,real
This is Enforcement Directorate. A case has been registered against your Aadhaar. Call 1800330906 immediately.,1,synthetic
"Sorry, I'll call later",0,real
"Sorry, wrong UPI ID. Please approve the collect request I just sent so I can get my money back.",1,synthetic
"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",0,real
"I didnt get ur full msg..sometext is missing, send it again",0,real
That's y we haf to combine n c how lor...,0,real
Do I? I thought I put it back in the box,0,real
Recharge successful! Rs.50000 plan activated. Enjoy uninterrupted service.,0,synthetic
We noticed suspicious activity on your UPI account. Share the OTP sent to you to secure it.,1,synthetic
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",0,real
"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",0,real
No de. But call me after some time. Ill tell you k,0,real
S:)but he had some luck.2 catches put down:),0,real
I sent your maga that money yesterday oh.,0,real
I dont have i shall buy one dear,0,real
Yes:)here tv is always available in work place..,0,real
Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),0,real
R u sure they'll understand that! Wine * good idea just had a slurp!,0,real
Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,0,real
IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,1,real
"GOD ASKED, ""What is forgiveness?"" A little child gave lovely reply, ""It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......",0,real
"Sorry, wrong UPI ID. Please approve the collect request I just sent so I can get my money back.",1,synthetic
This is Enforcement Directorate. A case has been registered against your Aadhaar. Call 1800105582 immediately.,1,synthetic
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",0,real
"It,,s a taxt massage....tie-pos argh ok! Lool!",0,real
Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,0,real
Your OTP for ICICI Bank NetBanking login is 222400. Valid for 10 mins. Do not share this with anyone.,0,synthetic
Congratulations! You won Rs.2499 lottery. Send Rs.499 processing fee via UPI to claim.,1,synthetic
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,0,real
Recharge successful! Rs.199 plan activated. Enjoy uninterrupted service.,0,synthetic
Are you comingdown later?,0,real
"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",0,real
"If e timing can, then i go w u lor...",0,real
"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",1,real
"Sorry, wrong UPI ID. Please approve the collect request I just sent so I can get my money back.",1,synthetic
Or remind me in a few hrs.,0,real
Recharge successful! Rs.499 plan activated. Enjoy uninterrupted service.,0,synthetic
This is Enforcement Directorate. A case has been registered against your Aadhaar. Call 1800253643 immediately.,1,synthetic
Don no da:)whats you plan?,0,real
"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",0,real
"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",0,real
You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,1,real
"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",0,real
"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",0,real
Just curious because my cuz asked what I was up to,0,real
How? Izzit still raining?,0,real
Recharge successful! Rs.2499 plan activated. Enjoy uninterrupted service.,0,synthetic
Lemme know when you're here,0,real
"Nah man, my car is meant to be crammed full of people",0,real
You've received a cashback of Rs.50000. Pay Rs.99 activation fee to unlock it.,1,synthetic
K..give back my thanks.,0,real
Your parcel is held at customs. Pay Rs.50000 customs duty via UPI to release it: bit.ly/3xK9z,1,synthetic
URGENT: Your SBI account KYC has expired. Click bit.ly/3xK9z to avoid suspension.,1,synthetic
Haha... Hope ü can hear the receipt sound... Gd luck!,0,real
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,1,real
URGENT: Your SBI account KYC has expired. Click tinyurl.com/upi-verify to avoid suspension.,1,synthetic
Rs.499.00 debited from a/c **8576 on 07-05-26 to VPA shop972@okaxis. Avl bal Rs.7025.00. Not you? Call 1800193298.,0,synthetic
I'm home. Doc gave me pain meds says everything is fine.,0,real
JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,0,real
"Me not waking up until 4 in the afternoon, sup",0,real
"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",0,real
Noooooooo please. Last thing I need is stress. For once in your life be fair.,0,real
You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,1,real
No shoot me. I'm in the docs waiting room. :/,0,real
Lol they don't know about my awesome phone. I could click delete right now if I want.,0,real
We confirm eating at esplanade?,0,real
"Dear customer, your ICICI Bank KYC will be blocked in 24 hours. Update now: kyc-update.in/verify",1,synthetic
I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,0,real
Recharge successful! Rs.99 plan activated. Enjoy uninterrupted service.,0,synthetic
Hmm thinking lor...,0,real
"Sorry, I can't help you on this.",0,real
Rs.50000 credited to your a/c **5703 on 14-03-26 via UPI. Avl bal Rs.85156.,0,synthetic
The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,0,real
"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",0,real
This is Axis Bank support. Please install AnyDesk and share your screen so we can process your refund.,1,synthetic
Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,0,real
7 at esplanade.. Do ü mind giving me a lift cos i got no car today..,0,real
Don know. I did't msg him recently.,0,real
Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,1,real
URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50,1,real
Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,0,real
LMAO where's your fish memory when I need it?,0,real
"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",0,real
Congratulations! You won Rs.2499 lottery. Send Rs.499 processing fee via UPI to claim.,1,synthetic
Hey you can pay. With salary de. Only  &lt;#&gt; .,0,real
25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,1,real
Pls confirm the time to collect the cheque.,0,real
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",1,real
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",0,real
Aiyah ok wat as long as got improve can already wat...,0,real
Your SBI Credit Card statement of Rs.499 is generated. Due date 16-09-26.,0,synthetic
"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",0,real
"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",0,real
Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,0,real
"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",0,real
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,1,real
We noticed suspicious activity on your UPI account. Share the OTP sent to you to secure it.,1,synthetic
"Sorry, I'll call later",0,real
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,1,real
goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,1,real
Sorry i'm not free...,0,real
"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...",0,real
I am in a marriage function,0,real
"Ur balance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",1,real
Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,0,real
Babe ? I lost you ... :-(,0,real
Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,0,real
Ü comin to fetch us oredi...,0,real
Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,0,real
"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",1,real
Still in customer place,0,real
Cramps stopped. Going back to sleep,0,real
Doing project w frens lor. ,0,real
"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",0,real
Rs.999 credited to your a/c **3463 on 11-02-26 via UPI. Avl bal Rs.46351.,0,synthetic
Hey r ü still online? I've finished the formatting...,0,real
S:)s.nervous  &lt;#&gt; :),0,real
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,1,real
"I'm back, lemme know when you're ready",0,real
Give me a sec to think think about it,0,real
"I'm back &amp; we're packing the car now, I'll let you know if there's room",0,real
Your ICICI Bank Credit Card statement of Rs.999 is generated. Due date 13-04-26.,0,synthetic
Its not the same here. Still looking for a job. How much do Ta's earn there.,0,real
Rs.499.00 debited from a/c **1694 on 02-04-26 to VPA merchant256@okaxis. Avl bal Rs.66112.00. Not you? Call 1800601946.,0,synthetic
Rs.999.00 debited from a/c **9692 on 01-05-26 to VPA merchant427@okaxis. Avl bal Rs.63465.00. Not you? Call 1800714017.,0,synthetic
URGENT: Your SBI account KYC has expired. Click tinyurl.com/upi-verify to avoid suspension.,1,synthetic
"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",1,real
I cant wait for cornwall. Hope tonight isnt too bad as well but its rock night shite. Anyway im going for a kip now have a good night. Speak to you soon.,0,real
I wan but too early lei... Me outside now wun b home so early... Neva mind then...,0,real
Your UPI Autopay mandate for Rs.49 to Zomato is due on 04-05-26.,0,synthetic
That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,0,real
"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",0,real
Draw va?i dont think so:),0,real
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",1,real
Your ICICI Bank Credit Card statement of Rs.49 is generated. Due date 20-11-26.,0,synthetic
Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x,0,real
"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",0,real
SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,1,real
Yes. It's all innocent fun. O:-),0,real
K... Must book a not huh? so going for yoga basic on sunday?,0,real
"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D",0,real
Must come later.. I normally bathe him in da afternoon mah..,0,real
Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,0,real
I will lick up every drop :) are you ready to use your mouth as well?,0,real
"Haven't seen my facebook, huh? Lol!",0,real
U sure u can't take any sick time?,0,real
Hey come online! Use msn... We are all there,0,real
Your electricity connection will be disconnected tonight. Pay Rs.499 now to avoid disconnection: kyc-update.in/verify,1,synthetic
URGENT: Your SBI account KYC has expired. Click bit.ly/3xK9z to avoid suspension.,1,synthetic
Rs.499 credited to your a/c **6536 on 04-07-26 via UPI. Avl bal Rs.77676.,0,synthetic
One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,0,real
Your parcel is held at customs. Pay Rs.2499 customs duty via UPI to release it: kyc-update.in/verify,1,synthetic
"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",0,real
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,1,real
I'm in inside office..still filling forms.don know when they leave me.,0,real
Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,1,real
"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",0,real
Oh baby of the house. How come you dont have any new pictures on facebook,0,real
Rs.4999.00 debited from a/c **7895 on 12-09-26 to VPA shop276@ybl. Avl bal Rs.10067.00. Not you? Call 1800979727.,0,synthetic
"Yeah probably, I still gotta check out with leo",0,real
Your UPI Autopay mandate for Rs.49 to Swiggy is due on 05-10-26.,0,synthetic
Finish already... Yar they keep saying i mushy... I so embarrassed ok...,0,real
Speak only when you feel your words are better than the silence... Gud mrng:-),0,real
So wats ur opinion abt him and how abt is character?,0,real
I keep ten rs in my shelf:) buy two egg.,0,real
"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",0,real
Recharge successful! Rs.499 plan activated. Enjoy uninterrupted service.,0,synthetic
Pete can you please ring meive hardly gotany credit,0,real
I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,0,real
EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,1,real
Do you know when dad will be back?,0,real
Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx,0,real
Where are you call me.,0,real
"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",0,real
Congratulations! You won Rs.4999 lottery. Send Rs.499 processing fee via UPI to claim.,1,synthetic
"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.",0,real
"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",0,real
Hey i'm bored... So i'm thinking of u... So wat r u doing?,0,real
Ü give me some time to walk there.,0,real
"Right on brah, see you later",0,real
Finish liao... U?,0,real
What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,0,real
"Ok, be careful ! Don't text and drive !",0,real
Ok both our days. So what are you making for dinner tonite? Am I invited?,0,real
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",0,real
Rs.50000 withdrawn from ATM **3707 on 16-08-26. Avl bal Rs.87928. Not you? Call 1800509735.,0,synthetic
Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,0,real
Aiyah then i wait lor. Then u entertain me. Hee...,0,real
The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,0,real
Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,0,real
Rs.99.00 debited from a/c **6481 on 05-01-26 to VPA merchant345@oksbi. Avl bal Rs.79657.00. Not you? Call 1800610545.,0,synthetic
"Sorry, I can't text &amp; drive coherently, see you in twenty",0,real
"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",0,real
Excellent! Wish we were together right now!,0,real
You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,1,real
"Oh fine, I'll be by tonight",0,real
No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.,0,real
"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",0,real
"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",0,real
Are you staying in town ?,0,real
Po de :-):):-):-):-). No need job aha.,0,real
Recharge successful! Rs.4999 plan activated. Enjoy uninterrupted service.,0,synthetic
On the way to office da..,0,real
Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,0,real
Your SBI Credit Card statement of Rs.499 is generated. Due date 22-09-26.,0,synthetic
"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",0,real
"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",0,real
It's ok i wun b angry. Msg u aft i come home tonight.,0,real
Your OTP for HDFC Bank NetBanking login is 845964. Valid for 10 mins. Do not share this with anyone.,0,synthetic
Correct. So how was work today,0,real
Please tell me not all of my car keys are in your purse,0,real
SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,1,real
Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,1,real
Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway,0,real
"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",0,real
So can collect ur laptop?,0,real
"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",0,real
I'm working technical support :)voice process.networking field.,0,real
You made my day. Do have a great day too.,0,real
What time do u get out?,0,real
Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,0,real
Your UPI PIN needs verification. Enter your PIN here: bit.ly/3xK9z,1,synthetic
Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,0,real
"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",0,real
"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb",0,real
Recharge successful! Rs.50000 plan activated. Enjoy uninterrupted service.,0,synthetic
So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,0,real
So when do you wanna gym?,0,real
Rs.2499.00 debited from a/c **8837 on 17-07-26 to VPA vendor277@ybl. Avl bal Rs.70378.00. Not you? Call 1800794395.,0,synthetic
I cant pick the phone right now. Pls send a message,0,real
&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,0,real
What time you thinkin of goin?,0,real
Yes princess! I want to please you every night. Your wish is my command...,0,real
Nope... Juz off from work...,0,real
Rs.4999 credited to your a/c **1241 on 24-09-26 via UPI. Avl bal Rs.77595.,0,synthetic
Hey gals...U all wanna meet 4 dinner at nìte? ,0,real
How would my ip address test that considering my computer isn't a minecraft server,0,real
Prabha..i'm soryda..realy..frm heart i'm sory,0,real
"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",0,real
Your OTP for SBI NetBanking login is 486559. Valid for 10 mins. Do not share this with anyone.,0,synthetic
Download TeamViewer QuickSupport so our engineer can fix your account issue immediately.,1,synthetic
I jokin oni lar.. Ü busy then i wun disturb ü.,0,real
Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,1,real
"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",0,real
We live in the next  &lt;#&gt; mins,0,real
Job offer: Earn Rs.49/day from home. Register by paying a refundable Rs.499 deposit.,1,synthetic
Ok going to sleep. Hope i can meet her.,0,real
"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",0,real
Good words.... But words may leave u in dismay many times.,0,real
Oh Howda gud gud.. Mathe en samachara chikku:-),0,real
I'm e person who's doing e sms survey...,0,real
"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",0,real
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",0,real
Oh my God. I'm almost home,0,real
Please don't text me anymore. I have nothing else to say.,0,real
Your UPI Autopay mandate for Rs.99 to Airtel is due on 28-06-26.,0,synthetic
HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!,0,real
"Pity, * was in mood for that. So...any other suggestions?",0,real
Kinda. First one gets in at twelve! Aah. Speak tomo,0,real
Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,1,real
"It‘s £6 to get in, is that ok?",0,real
"Sorry, I'll call later",0,real
Yes fine ,0,real
I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.,0,real
Fffff. Can you text kadeem or are you too far gone,0,real
"Aldrine, rakhesh ex RTM here.pls call.urgent.",0,real
Not getting anywhere with this damn job hunting over here!,0,real
If you ask her or she say any please message.,0,real
U coming 2 pick me?,0,real
"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",1,real
Staff of placement training in Amrita college.,0,real
You are not bothering me but you have to trust my answers. Pls.,0,real
"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",0,real
"I sent you the prices and do you mean the  &lt;#&gt; g,",0,real
I'll probably be by tomorrow (or even later tonight if something's going on),0,real
My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,0,real
Your UPI PIN needs verification. Enter your PIN here: bit.ly/3xK9z,1,synthetic
Then we wait 4 u lor... No need 2 feel bad lar...,0,real
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,0,real
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0,real
Did u receive my msg?,0,real
I went to ur hon lab but no one is there.,0,real
Simply sitting and watching match in office..,0,real
I am literally in bed and have been up for like  &lt;#&gt;  hours,0,real
Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,0,real
Your electricity connection will be disconnected tonight. Pay Rs.999 now to avoid disconnection: bit.ly/3xK9z,1,synthetic
Well I might not come then...,0,real
This is Enforcement Directorate. A case has been registered against your Aadhaar. Call 1800636565 immediately.,1,synthetic
"&lt;#&gt; , that's all? Guess that's easy enough",0,real
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",1,real
"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",0,real
Oh is it? Send me the address,0,real
Congratulations! You won Rs.99 lottery. Send Rs.499 processing fee via UPI to claim.,1,synthetic
U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,0,real
"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",0,real
I had askd u a question some hours before. Its answer,0,real
I have sent Rs.199 to your account by mistake. Please accept the collect request to return it.,1,synthetic
"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",0,real
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",0,real
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,1,real
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0,real
No problem. How are you doing?,0,real
"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",0,real
Huh so early.. Then ü having dinner outside izzit?,0,real
Me i'm not workin. Once i get job...,0,real
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",0,real
Thanx but my birthday is over already.,0,real
"Kate jackson rec center before 7ish, right?",0,real
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",0,real
U can call me now...,0,real
aathi..where are you dear..,0,real
Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,0,real
